1990 Item,Higher Confidence Source,Final Confidence Level,Final Predicted HS Code
Antihistamines of heterocyclic compounds with nitrogen hetero-atom(s) only cont. pyrimidine or piperazine ring,HF,0.8975400328636169,29339926
Antiknock preparations based on tetraethyl lead or on a mixture of tetraethyl lead and tetramethyl lead,HF,1.0,38111110
Apparatus & equipment for auto. developing photographic film/paper in rolls or exposing developed film to rolls of photographic paper,HF,1.000000238418579,90101000
"Apparatus based on the use of alpha, beta or gamma radiations, for medical, surgical, dental or veterinary use",HF,1.0000003576278689,90222100
"Apple juice, unfermented and not containing added spirit",HF,0.8030823469161987,20091100
"Apricots, dried",HF,0.9999998211860656,8131000
"Arms nesi, excluding those of heading 9307",HF,0.8516764640808105,93040060
"Aromatic alcohol peroxides, ether peroxides, ketone peroxides and their halogenated, sulfonated, nitrated or nitrosated derivatives, nesi",HF,0.9792179465293884,29096020
"Aromatic amino-alcohols, their ethers and esters, except those cont. more than one oxygen function; salts, in add. U.S. 3 to note sec. VI",HF,0.89073646068573,29221960
"Aromatic amino-alcohols, their ethers and esters, except those containing more than one oxygen function; salts thereof, nesi",HF,0.8911798000335693,29221909
"Aromatic carboxylic acids with additional oxygen function, nesi, and their derivatives described in additional U.S. note 3 to section VI",HF,0.8562135696411133,29189930
"Aromatic cyclic amides (including cyclic carbamates) & their derivatives; salts thereof, nesi, 5-Bromoacetyl-2-salicylamide",HF,0.9018890857696532,29242977
"Aromatic derivatives of hydrocarbons containing only nitro or only nitroso groups, nesi",HF,0.9708435535430908,29042045
"Aromatic drugs nesi of amino-alcohols, their ethers and esters, except those cont. more than one kind of oxygen function; salts thereof",HF,0.90854811668396,29221909
"Aromatic drugs of amino-compounds with oxygen function, nesi",HF,0.9527015686035156,29225025
"Aromatic heterocyclic compounds with oxygen hetero-atom(s) only, containing an unfused furan ring, nesi",HF,0.9797160625457764,29321910
"Aromatic heterocyclic compounds with oxygen hetero-atom(s) only, nesi, described in additional U.S. note 3 to section VI",HF,0.9521701335906982,29329961
"Aromatic imines and their derivatives; salts thereof, nesi",HF,0.914970636367798,29252960
"Aromatic monoamines and their derivatives and salts thereof, nesi",HF,0.9246282577514648,29214950
"Aromatic or modified aromatic herbicides of heterocyclic compounds with nitrogen hetero-atom(s) only, cont. a pyrimidine or piperazine ring",HF,0.9999998807907104,29335910
Aromatic or modified aromatic pesticides of heterocyclic compounds with nitrogen hetero-atom(s) only cont. unfused pyrazole ring,HF,0.8535437583923341,29331935
Aromatic organo-mercury compounds,HF,0.7072881460189819,29309092
"Aromatic pesticides of ureines and their derivatives; salts thereof, nesi",HF,0.9170182347297668,29242116
"Aromatic phosphoric esters and their salts, including lactophosphates, and their derivatives, not used as plasticizers",HF,1.0000001192092896,29199030
Aromatic plasticizers of phosphoric esters and their salts,HF,0.8430468440055847,29199030
Arsenic,HF,1.0000001192092896,28048000
"Articles of a kind normally carried in the pocket or handbag, with outer surface of plastic sheeting, nesi",HF,0.9738976359367372,42023220
"Articles of apparel, of reptile leather",HF,1.0,42031020
"Articles of asbestos or of mixtures with a basis of asbestos or of asbestos and magnesium carbonate, nesi",HF,0.8044111728668213,68129990
"Articles of asphalt or of similar material, in rolls",HF,1.000000238418579,68071000
"Articles of bedding and similar furnishings (for example, quilts, eiderdowns and comforters), nesi",HF,0.7201992273330688,94049096
"Articles of copper nesi, cast, molded, stamped, or forged but not further worked",HF,0.9243046045303344,74192000
"Articles of milk or cream, whether or not concentrated or sweetened nesi",HF,0.7587909102439879,19019065
"Articles of nickel, nesi",HF,0.8827378153800964,75089050
"Articles of refined copper, nesi",HF,0.8859307765960693,74031900
Articles of zirconium nesi,HF,0.7542794942855835,81099100
"Artificial filament yarn (except sewing thread), put up for retail sale",HF,1.0000003576278689,54060020
"Artificial flowers, foliage, fruit and parts thereof, and articles therefrom, of materials nesi",HF,0.8615442514419556,67029065
Asbestos,HF,0.7916162014007568,25249000
Automatic manostats,HF,1.0,90322000
"Babies' garments and clothing accessories, knitted or crocheted, of wool or fine animal hair",HF,0.9999999403953552,61119005
"Babies' garments and clothing accessories, not knitted or crocheted, nesi, of synthetic fibers",HF,0.9784858822822572,62093030
"Babies' garments and clothing accessories, not knitted or crocheted, nesi, of textile materials nesi",HF,0.9127061367034912,62093030
"Babies' trousers, breeches and shorts, except those imported as parts of sets, knitted or crocheted, of artificial fibers",HF,1.000000238418579,61119010
Baby carriages (including strollers) and parts thereof,HF,0.9999998807907104,87150000
"Badminton articles and equipment, except rackets, and parts and accessories thereof, nesi",HF,0.8862756490707397,95069912
"Bakery machinery and machinery for the manufacture of macaroni, spaghetti or similar products, nesi",HF,0.9716444611549376,84381000
"Ball or roller bearings nesi, including combined ball/roller bearings",HF,0.9486732482910156,84828000
Ballasts for discharge lamps or tubes,HF,1.000000238418579,85041000
Balls for ball point pens,HF,1.000000238418579,96089930
"Balls, needles and rollers for ball or roller bearings",HF,1.0,84829100
"Band saw blades, and parts thereof, of base metal",HF,0.8734430074691772,82021000
Barium,HF,1.0000003576278689,28051920
Barium sulfate,HF,1.0000003576278689,28332700
"Bars & rods, hot-rolled, of iron or n/alloy steel cont. under 0.25% carbon, under 14 mm diam., not tempered, treated or partly manufactured",GPT,0.7486222982406616,72286060
"Bars and rods nesi of silico-manganese steel, not cold-formed",HF,0.7575235366821289,72282010
"Bars and rods of iron or nonalloy steel not further worked than cold-formed or cold-finished, 0.25% but under 0.6% of carbon",HF,0.7849000692367554,72285050
Bars and rods of refined copper,HF,0.9732799530029296,74071050
"Bars and rods, hot-rolled, in irregularly wound coils, of silico-manganese steel",HF,0.96681147813797,72272000
"Basmati rice, husked",HF,1.0,10062020
"Baths of cast iron, whether or not enameled, coated or plated with precious metal",HF,0.9766671657562256,73242110
Bearing housings nesi; plain shaft bearings,HF,0.9277240037918092,84833080
"Bed linen, nt knitted or crocheted, nt printed, of cotton, containing any embroidery, lace, braid, edging, trimming, piping or applique work",HF,0.9166942834854126,63022150
"Beech wood, sawn or chipped lengthwise, sliced or peeled, over 6 mm thick",HF,0.9999999403953552,44079200
"Belting and belts (except V-belts) for machinery, of plastics, not containing textile fibers",HF,0.9999998807907104,39269060
"Bezels, backs and centers, of watch cases, not of precious metal or of metal clad with precious metal",HF,1.0,91119050
"Bitumen and asphalt, natural; asphaltites and asphaltic rocks",HF,1.0000001192092896,27149000
"Bleached plain weave fabrics of cotton, under 85% cotton wt., mixed mainly with man-made fibers, not over 200 g/m2, of numbers 43 to 68",HF,0.9866854548454284,52102160
"Bleached woven fabrics of cotton, nesi, containing 85% or more of cotton by weight, weighing not more than 200 g/m2, of numbers 43 to 68",HF,0.9487524032592772,52082960
Blow-molding machines for working rubber or plastics or for the manufacture of products from these materials,HF,1.0000001192092896,84773000
"Bodies (including cabs), for the vehicles of heading 8703",HF,0.8428856134414673,87079050
"Bolting cloth nesi, of silk, whether or not made up",HF,0.934134304523468,59112020
Bone black,HF,1.0,38029010
Boron carbide,HF,0.9999996423721312,28499010
"Bovine and equine leather, without hair on, nesi, full grains and grain splits, parchment-dressed or prepared after tanning, not fancy",HF,0.9075794219970704,41079970
"Brazil nuts, shelled or in shell, fresh or dried",HF,0.9807037115097046,8012100
"Breathing appliances, nesi, & gas masks, excl. protective masks having neither mechanical parts/replaceable filters, parts, accessories of",HF,0.9865485429763794,90200060
"Brewery machinery, nesi",HF,0.9088791012763976,84384000
"Brussels sprouts, fresh or chilled",HF,1.000000238418579,7042000
"Bucket type continuous-action elevators and conveyors, for goods or materials",HF,1.0000001192092896,84283200
"Bumpers and parts thereof, for the motor vehicles of headings 8701 to 8705",HF,0.8445969820022583,87081060
Butt welding tube or pipe fittings of stainless steel,HF,0.9153276085853576,73072300
Butylene oxide,HF,1.0,29109010
Cab chassis of dumpers designed for off-highway use,HF,0.8605380654335022,87041010
"Candles, tapers and the like",HF,1.0000004768371582,34060000
Cane molasses nesi,HF,0.930285096168518,17031050
"Cane/beet sugar, refined, containing added flavoring matter, whether or not containing added coloring matter, in solid form",HF,0.8558299541473389,17019905
"Canoes, not of a type designed to be principally used with motor or sails",HF,0.6594856977462769,39269030
"Cans for any material (except compressed or liquefied gas),of iron or steel, not to be closed by soldering or crimping, cap. under 50 liters",HF,0.7802139520645142,73102900
Carbon brushes of a kind used for electrical purposes,HF,1.0000001192092896,85452000
Carbon electrodes of a kind used for furnaces,HF,1.0,85451100
Carbonates nesi and peroxocarbonates (percarbonates),HF,0.9463978409767152,28369950
"Carboxymethylcellulose and its salts, in primary forms",HF,0.9662482738494872,39123100
"Carcasses and half-carcasses of bovine animals, fresh or chilled",HF,0.8602395057678223,2041000
"Carcasses and half-carcasses of lamb, fresh or chilled",HF,1.000000238418579,2041000
"Carfecillin, sodium; cloxacillin, sodium; dicloxacillin, sodium; flucloxacillin (Floxacillin); and oxacillin, sodium",HF,1.000000238418579,29411030
"Carpet tiles of felt, not tufted or flocked, whether or not made up, having a maximum surface area of 0.3 m2",HF,1.000000238418579,57041000
"Cartridges and parts thereof, nesi",HF,0.8427597284317017,93063080
"Casein, milk protein concentrate",HF,1.000000238418579,35011010
Cassava (manioc) starch,HF,0.9999998211860656,11081400
Cast fittings of nonmalleable cast iron,HF,0.8060480356216431,73071100
"Catalysts in the form of wire cloth or grill, of platinum",HF,0.9900972247123718,71151000
Cathodes and sections of cathodes of refined copper,HF,0.9818497896194458,74031100
"Cauliflower and headed broccoli, fresh or chilled, reduced in size, if entered Oct. 16 through June 4, inclusive",HF,1.0,7041060
Caulking guns of iron or steel,HF,0.92066490650177,82055945
"Centrifugal pumps for liquids, not fitted with a measuring device, nesi",HF,0.9587647914886476,84137020
"Ceramic articles, nesi, of porcelain or china",HF,0.8764464855194092,69139050
"Ceramic building bricks, non refractory",HF,0.94908344745636,69041000
"Ceramic household table and kitchenware, in specified sets as listed in add. note 8(b), valued over $38, not of porcelain or china",HF,0.8668794631958008,69120039
"Ceramic insulators to be used in the production of spark plugs for natural gas fueled, stationary, internal-combustion engines",HF,1.0,85471040
Chain sprockets and parts thereof,HF,1.0000004768371582,84839010
"Chassis fitted with engines, for the vehicles of heading 8703",HF,0.8910356163978577,87060025
"Check valves of copper for pipes, boiler shells, tanks, vats or the like",HF,1.0,84813010
"Chemical derivatives of natural rubber, nesi, in primary forms",HF,0.9441860914230348,39139010
"Chemical mixtures nesi, of two or more inorganic compounds, of mercury",GPT,0.744557797908783,38249939
"Chickpeas (garbanzos), fresh or chilled, shelled or unshelled",HF,1.0000003576278689,7089005
"Children's picture, drawing or coloring books",HF,0.9999998211860656,49030000
Chromium waste and scrap,HF,1.0,81122200
"Cigarettes containing tobacco, nesi",HF,0.9356365203857422,24022090
"Cigars, cheroots and cigarillos and cigarettes of tobacco substitutes",HF,0.9999997615814208,24029000
"Circular knitting machines with cylinder diameter not exceeding 165 mm, for knitting hosiery",HF,0.9999996423721312,84471110
"Citrus fruit, paste and puree being cooked preparations",HF,0.982746422290802,20079110
"Citrus fruit, provisionally preserved, but unsuitable in that state for immediate consumption",HF,1.0,8129020
"Clock movements nesi, complete and assembled, battery or AC powered, measuring over 50 mm wide, valued over $5 each",HF,0.8440006971359253,91091070
"Clothing accessories, not knitted or crocheted, nesi",HF,0.7589559555053711,61112060
"Clothing, clothing accessories and headgear of asbestos",HF,0.9063526391983032,68129190
"Coated multi-ply paper and paperboard, nesi, weighing more than 150 g/m 2, in rolls or sheets",HF,0.859747052192688,48044900
"Coffee, not roasted, not decaffeinated",HF,1.000000238418579,9011100
"Collections and collectors' pieces of zoological, botanical, mineralogical, anatomical, historical, archaeological etc. interest",HF,0.9123408794403076,97052900
Colloidal precious metals,HF,0.9999999403953552,28431000
"Coloring preparations based on iron oxides, as specified in note 3 to this chapter 32",HF,1.000000238418579,32064920
"Columns, pillars, posts, beams and girders of iron or steel, not in part of alloy steel",HF,0.9324048161506652,73089030
"Combs, not of hard rubber or plastics, valued over $4.50 per gross",HF,1.0000003576278689,96151940
Communication satellites,HF,1.0000004768371582,88026030
"Complex cyanides, excluding potassium ferricyanide",HF,1.000000238418579,28372051
"Compound alcoholic preparations of a kind used for the manufacture of beverages, containing not over 20 percent of alcohol by weight",HF,0.9642319679260254,21069018
Compression-ignition internal-combustion piston engines to be installed in tractors suitable for agricultural use,HF,1.0,84082010
"Compression-ignition internal-combustion piston engines, for machinery or equipment, nesi",HF,0.9527816772460938,84089090
"Coniferous wood dowel rods, plain, continuously shaped along any of its edges or faces",HF,0.970451593399048,44091060
"Coniferous wood in the rough, whether or not stripped of bark or sapwood or roughly squared, not treated with preservatives",HF,0.9943068027496338,44031100
"Continuous-action elevators and conveyors, for goods or materials, nesi",HF,0.9478389024734496,84283900
"Conveyor or transmission belts or belting of vulcanized rubber nesi, n/o 20 cm wide, combined predominately with vegetable fibers",HF,0.863037645816803,40101991
"Conveyor or transmission belts or belting, of vulcanized rubber, nesi, over 20 cm wide, combined with textile materials nesi",HF,0.8915863037109375,40103990
"Copper foil, of a thickness not exceeding 0.15 mm, backed, of refined copper",HF,0.9412260651588441,74101100
Copper waste and scrap,HF,0.8660147190093994,74040060
"Coral, cut but not set, and cameos, suitable for use in jewelry",HF,0.9999996423721312,96019040
"Cored wire of base metal, for electric arc-welding",HF,0.9759451150894164,83112000
"Corks and stoppers of natural cork, tapered & of a thickness (or length) greater than the maximum diam.,over 19 mm maximum diam., nesi",HF,0.9893672466278076,45031040
"Corks and stoppers of natural cork, tapered and of a thickness (or length) greater than the maximum diameter, n/o 19 mm maximum diameter",HF,1.000000238418579,45031020
"Corks and stoppers wholly of natural cork,tapered & of a thickness (or length) greater than the maximum diam.,over 19 mm maximum diam.",HF,0.9999997615814208,45031030
"Cotterless-type crank sets, and parts thereof, of vehicles of headings 8711-8713, nesi",GPT,0.775638997554779,87149650
"Cotton sewing thread, containing 85 percent or more by weight of cotton, not put up for retail sale",HF,0.9999998807907104,52041100
Cows imported specially for dairy purposes,HF,1.0,1022920
"Crowbars, track tools and wedges, and parts thereof, of base metal",HF,0.9800885915756226,82055930
"Crown corks (including crown seals and caps), and parts thereof, of base metal",HF,0.9861164093017578,83091000
Crude mica and mica rifted into sheets or splittings,HF,0.8864614963531494,25251000
"Curtains and drapes, incl. panels and valances, napkins, table covers, mats, scarves, runners, doilies, and like furnishings, of plastics",HF,1.0,39249010
"Cut flowers and flower buds suitable for bouquets or ornamental purposes, fresh cut, nesi",HF,0.8786172270774841,6039000
"DC motors nesi, of an output exceeding 37.5 W but not exceeding 74.6 W",HF,0.9352455139160156,85013120
Decolorizing earths and fuller's earth,GPT,0.5984671115875244,38029020
Dehydrated marigolds,HF,0.8172117471694946,23080095
"Drawing and marking-out instruments nesi, (for example, pantographs, protractors and drawing sets)",HF,0.7789049744606018,90172080
Drawing or roving machines for preparing textile fibers,HF,0.9999999403953552,84451300
"Dried vegetables nesi, and mixtures of dried vegetables, whole, cut, sliced, broken or in powder",HF,0.9364449977874756,7129085
"Drilling, threading or tapping tools, and parts thereof, of base metal",HF,0.9704318046569824,82051000
"Drugs of amino-naphthols and -phenols, their ethers and esters, except those cont. more than one oxygen function; salts thereof, nesi",HF,0.937314748764038,29222927
Drugs of aromatic organo-inorganic (except organo-sulfur) compounds,HF,0.955059051513672,29319022
Dryers for wood,HF,0.7404356002807617,84193510
"Dyed plain weave certified hand-loomed fabrics of cotton, cont. 85% or more cotton by weight, weighing over 100 g/m2 but not over 200 g/m2",HF,1.0000001192092896,52083210
"Dyed plain weave fabrics of cotton, containing 85% or more cotton by weight, weighing not more than 100 g/m2, of number 42 or lower, nesi",HF,0.9777888655662536,52083140
"Edible offal of sheep, goats, horses, asses, mules or hinnies, frozen",HF,1.0,2069000
"Egg yolks, dried, whether or not containing added sweeteners",HF,1.0,4081100
"Electric generating sets with compression-ignition internal-combustion piston engines, of an output exceeding 375 kVA",HF,1.000000238418579,85021300
Electric motors of an output of 18.65 W or more but not exceeding 37.5 W,HF,1.0,85011060
Electric soldering irons and guns,HF,0.9999998211860656,85151100
"Electrical filament lamps nesi, designed for a voltage not exceeding 100 V, excluding ultraviolet and infrared lamps",HF,0.9247159957885742,85392930
"Electrical filament lamps, voltage not exceeding 100 V, having glass envelopes n/o 6.35 mm in diameter, suitable in surgical instruments",HF,1.000000238418579,85392920
"Electrical instruments and apparatus for measuring or checking variables of liquids or gases, nesi",HF,0.9468024969100952,90268020
Electrical levels,HF,1.000000238418579,90153040
Electrical particle accelerators,HF,1.0000004768371582,85431000
"Electromechanical appliances with self-contained electric motor, nesi",HF,0.9350587129592896,84798965
"Electromechanical drills of all kinds for working in the hand, with self-contained electric motor",HF,0.9999998807907104,84672100
"Electromechanical saws for working in the hand, with self-contained electric motor",HF,0.999999463558197,84672200
"Electronic calculating machines, incorporating a printing device, nesi",HF,0.9377261996269226,84702100
Electronic key telephonic switching system,GPT,0.5249558091163635,85183010
"Engines and motors, nesi (excluding motors of heading 8501)",HF,0.9107909202575684,84128090
Essential oils of lavender or of lavandin,HF,0.6504207849502563,33012910
Ethane and butane,HF,0.7035639882087708,29011010
"Ether-phenols, ether-alcohol-phenols & their halogenated, sulfonated, nitrated, nitrosated derivatives nesi, in add. U.S. note 3 to sec. VI",HF,0.9779637455940248,29095045
Ethylene,HF,0.9999998807907104,29012100
Exercise books of paper or paperboard,HF,1.0000003576278689,48202000
Eye make-up preparations,HF,0.999999701976776,33042000
"Fabrics specified in note 9 to section XI, of synthetic filament yarn, nesi",HF,0.9370579719543456,54073090
"Fancy retail beef cuts, frozen, boneless",GPT,0.7519898414611816,2022002
"Fast color bases and fast color salts, of sulfonamides",HF,0.9652782678604126,29359020
"Fatty livers of geese or ducks, fresh or chilled",HF,0.9712634086608888,2075300
"Felt, excluding needleloom felt and stitch-bonded fiber fabrics, not impregnated, coated, covered or laminated, of wool or fine animal hair",HF,0.9999998807907104,56022100
"Felt, impregnated, coated or covered, nesi",HF,0.9485704898834229,56029090
Ferromanganese containing by weight more than 1 percent but not more than 2 percent of carbon,HF,0.9999994039535522,72021950
"Ferrosilicon containing by weight more than 55% but not more than 80% of silicon, nesi",HF,0.9622631072998048,72022150
Ferrosilicon manganese,HF,1.000000238418579,72023000
Ferrotitanium and ferrosilicon titanium,HF,1.0000001192092896,72029100
Ferrous products obtained by direct reduction of iron ore,HF,1.0000005960464478,72031000
Ferrous waste and scrap nesi,HF,0.9157800674438475,72044900
"Fiberboard of a density 0.35 g/cm3 or less, not mechanically worked or surface covered",HF,0.965632438659668,44119210
"Files, rasps and similar tools, over 11 cm but not over 17 cm in length, of base metal",HF,0.7840227484703064,82031090
"Filter blocks, slabs and plates of paper pulp",HF,1.000000238418579,48120000
"Finishing agents, dye carriers and like products, nesi, used in the textile industry",HF,0.9397202730178832,38099100
"Finishing agents, dye carriers and like products, nesi, with a basis of amylaceous substances",HF,0.9596936702728271,38091000
"Fish balls, cakes and puddings, not in oil, and in immediate nonairtight containers weighing with their contents not over 6.8 kg each",HF,0.9999996423721312,16042025
"Fish hooks, not snelled",HF,0.9999998211860656,95072080
"Fish hooks, snelled",HF,0.9999997615814208,95072040
Fishing baskets or creels made from vegetable materials,HF,0.9999996423721312,46021905
Fishing reels valued not over $2.70 each,HF,0.9807218909263612,95073020
"Fishing rods, and parts and accessories thereof",HF,0.9943908452987672,95071000
Flakes of potatoes,HF,0.8461211919784546,11052000
"Flat-rolled high-strength nonalloy steel in coils, hot-rolled, not clad, plated or coated, 3 mm but under 4.75 mm thick, not pickled",HF,0.948476791381836,72082530
"Flat-rolled high-strength nonalloy steel products, in coils, cold-rolled, not clad, plated or coated, 3 mm or more thick",HF,0.9397855997085572,72091815
"Flat-rolled high-strength nonalloy steel products, in coils, cold-rolled, not clad, plated or coated, over 1 mm but under 3 mm thick",HF,0.945104956626892,72091815
"Flat-rolled iron or nonalloy steel in coils, hot-rolled, not clad, plated or coated, nesi, less than 3 mm thick, not pickled",HF,0.9225702285766602,72082560
"Flat-rolled iron or nonalloy steel in coils, hot-rolled, not clad, plated or coated, nesi, less than 3 mm thick, pickled",HF,0.9209749698638916,72082700
"Flat-rolled iron or nonalloy steel products nesi, hot-rolled, not clad, plated or coated, 4.75 mm or more but n/o 10 mm thick",HF,0.8472575545310974,72111400
"Flat-rolled iron or nonalloy steel products,in coils,cold-rolled,not clad,plated or coated,nes,less than 0.5 mm but not less than 0.361 mm",HF,0.8861591815948486,72092800
"Flat-rolled iron/nonalloy steel products, nesi, under 300mm wide, hot-rolled, not clad, plated or coated, over 1.25mm but n/o 4.75mm thick",HF,0.8644291162490845,72111400
"Flat-rolled products of alloy steel nesi, of a width of 300 mm but less than 600 m, cold-rolled",HF,0.8160341382026672,72269901
"Flat-rolled products of alloy steel nesi, of a width of less than 600 mm",HF,0.7719982862472534,72269901
"Flat-rolled products of heat-resisting steel, of a width of 600 mm or more, cold-rolled, less than 4.75 mm thick",HF,0.9306901693344116,72255070
"Flat-rolled products of stainless steel, of a width less than 300 mm, cold-rolled, over 1.25 mm thick",HF,0.9146221876144408,72193500
"Flat-rolled products of stainless steel, of a width less than 600 mm, hot-rolled, 4.75 mm or more thick",HF,0.9200439453125,72193500
"Flat-rolled products of stainless steel, of a width of 600 mm or more, hot-rolled, in coils, less than 3 mm thick",HF,0.92411470413208,72192400
Floor coverings of agglomerated cork,HF,1.0000001192092896,45041030
Fluorine,HF,1.0,28013010
"Folding cartons, boxes and cases of noncorrugated paper or paperboard",HF,1.000000238418579,48192000
"Folic acid and its derivatives, unmixed",HF,0.9999998807907104,29362910
"Footwear having certain specified soles of rubber or plastics and uppers of textile materials, valued not over $3/pair",HF,0.8248822689056396,64029979
"Footwear having certain specified soles of rubber or plastics and uppers of textile materials, valued over $3 but not over $6.50/pair",HF,0.8600151538848877,64029170
"Footwear nesi, covering the ankle, uppers of which over 90% of surface area is rubber or plastics, with outer soles of rubber or plastics",HF,0.8593556880950928,64029150
"Footwear nesi, covering the ankle, with outer soles and uppers of rubber or plastics, valued over $6.50 but not over $12/pair",HF,0.9247094392776488,64029190
"Footwear nesi, with a protective metal toe-cap, with outer soles and uppers of rubber or plastics, valued over $6.50 but not over $12/pair",HF,0.8689547777175903,64021970
"Footwear nesi, with outer soles and uppers of rubber or plastics, designed to be worn as protection",HF,0.8791989088058472,64029150
"Footwear nesi, with outer soles and uppers of rubber or plastics, valued over $3 but not over $6.50/pair",HF,0.9218516349792479,64021950
"Footwear with open toes or open heels or of the slip-on type, less than 10% rubber or plastics by weight, with uppers of fiber, nesi",HF,0.8845515251159668,64029949
"Footwear with outer soles of rubber or plastics and uppers of textile materials, nesi, valued over $6.50 but not over $12/pair",HF,0.9244076013565063,64029170
"Footwear with uppers of leather, made on a base or platform of wood, not having an inner sole or a protective metal toe-cap",HF,0.9234005212783812,64035910
"Footwear, nesi, with uppers of leather or composition leather",HF,0.8864266872406006,64042060
"Forks of base metal with stainless steel handles containing nickel or over 10% by weight manganese, nesi",HF,0.8268229365348816,82159905
Forks with silver handles,HF,0.8386297225952148,71141120
"Formed footwear uppers of textile materials, of which over 50 percent of external surface is leather",HF,0.96052348613739,64061020
"Frames and mountings, of plastics, for spectacles, goggles or the like",HF,1.000000238418579,90031100
"Fresh yams, whether or not sliced or in the form of pellets",HF,0.8933197259902954,7143010
"Fulminates, cyanates and thiocyanates",HF,0.9999999403953552,28429010
"Fungicides, nesi, containing an inorganic substance, put up for retail sale",HF,0.9469295144081116,38089230
"Garments nesi, knitted or crocheted, of textile materials nesi",HF,0.8460774421691895,61142000
"Garments, not knitted or crocheted, made up of fabrics of heading 5602 or 5603 formed on a base of paper or covered or lined with paper",HF,1.0000003576278689,62101020
Garnetted stock of wool or of fine or coarse animal hair,HF,1.000000238418579,51040000
"Ginger root, preserved by sugar (drained, glace or crystallized)",HF,1.0000001192092896,20060030
"Glass lenses and filters, and parts thereof, for signaling purposes, not optically worked",HF,0.9780248403549194,70140030
"Glass mirrors, unframed, over 929 cm2 in reflecting area",HF,0.95971018075943,70099150
Glass wool insulation products,HF,0.9757676124572754,70198010
"Glassware nesi, used for table or kitchen purposes (except drinking glasses), valued over $3 but n/o $5 each, not cut or engraved",HF,0.9169803857803344,70134960
"Glassware nesi, used for table or kitchen purposes (except drinking glasses), valued over $5 each, cut or engraved",HF,0.906326174736023,70134940
"Gloves, mittens and mitts of leather or composition leather, nesi, not seamed",HF,0.9758667945861816,42032920
