1963 Item,Predicted HS Code,Associated 2023 Description,Confidence Score
"Hides and skins (except furskins) of all animals (including birds and fish), raw or uncured, or dried, salted, lined, pickled, or otherwise cured: Bovine: Other",41019010,"Raw hides and skins (other than whole) of bovine or equine animals, not pretanned",0.765961766242981
"Cyclic organic chemical products, etc. (con.): Other",29125050,"Cyclic polymers of aldehydes, other than Metaldehyde.",0.6272861957550049
"Papers, impregnated, coated, surface-colored, embossed, ruled, lined, printed, decorated, or any combination thereof: Bristol board weighing over 18 pounds per ream",48021000,Handmade paper and paperboard,0.5900560617446899
"Industrial and laboratory electric furnaces and ovens; electric induction and dielectric heating equip- ment; electric welding, brazing, and soldering machines and apparatus and similar articles for cutting, and parts thereof: Other",85149080,Parts of industrial or laboratory electric furnaces and ovens and other industrial or laboratory induction or dielectric heating equipment,0.8400176763534546
"Compound optical microscopes; electron, proton,and similar microscopes and diffraction apparatus; all the foregoing whether ornotprovided with means for photographing or projecting the image; frames and mountings for the foregoing articles, and parts of such frames and mountings: Compound optical microscopes: Not provided with means for photographing or projecting the image: Valued not over $25 each",90119000,"Parts and accessories for compound optical microscopes, including those for microphotography, microcinematography or microprojection",0.7501131296157837
"Other men's or boys' wearing apparel, not ornamented: Of cotton: Not knit: Dressing gowns, including bathrobes, and beach robes: Valued over $2.50 each",61079100,"Men's or boys' bathrobes, dressing gowns and similar articles, knitted or crocheted, of cotton",0.6818079948425293
"Sulfonated or sulfated: Fatty alcohols and salts of fatty alcohols: Derived from coconut, palm-kernel, or palm oil",38231920,"Industrial monocarboxylic fatty acids or acid oils from refining derived from coconut, palm-kernel, or palm oil",0.6253712773323059
"Forks and spoons, of wood: Of mahogony ( Swietenia app. or Khaya app.)",44192090,"Wooden tableware and kitchenware, of tropical wood, other than forks, spoons",0.6896911859512329
Aldehydes: Formaldehyde (including solutions),29121100,Methanal (Formaldehyde),0.6023197174072266
Split bamboo,44092190,"Bamboo, other than continuously shaped along any of its ends",0.589419960975647
"Hand tools (including table, kitchen, and household implements of the character of hand tools) not specially provided for, and metal parts thereof: Other hand tools: Other: Of copper: Of brass",82055145,"Copper household handtools, and base metal parts thereof",0.6956982016563416
"Articles not specially provided for: Of bone, horn, hoof, whalebone, quill, or of any combination thereof",96019060,"Bone, horn, hoof, whalebone, quill, or any combination thereof, worked and articles thereof",0.7625384330749512
"Knives, forks, and spoons, all the foregoing valued under 25 cents each, not over 10.2 inches in over-all length, and with stainless steel handles (provided for  in items 650.09, 650.11, 650.39, 650.41, and 650.55 of part 3E of schedule 6, or if included in sets provided for in item 651.75 of such part): For an aggregate quantity not to exceed 69 million single units entered in any 12-month period beginning November 1 in any year from countries subject to the rate of duty column numbered 1: Other: Knives and forks (items 650.09, 650.11, 650.39, and 650.41)",82159935,"Base metal spoons, w/stainless steel handles & valued at 25 cents and over, and base metal ladles w/stainless steel handles",0.705758810043335
Electronic musical instruments,92071000,"Keyboard musical instruments (o/than accordions), the sound of which is produced, or must be amplified, electrically",0.6806725263595581
"Pipes and tubes and blanks therefor, pipe and tube fittings, all the foregoing of copper: Pipes and tubes and blanks therefor: Other: Other",74122000,"Copper alloys, fittings for tubes and pipes",0.7287862300872803
"Molds of types used for metal (except ingot molds), for metallic carbides, for glass, for mineral materials, or for rubber or plastics materials: Other",84807180,"Molds for rubber or plastics, injection or compression types, other than for shoe machinery or for manufacture of semiconductor devices",0.7358236312866211
"Fish, prepared or preserved in any manner, in oil, in airtight containers: Sardines: Valued over 23 but not over 30 cents per pound (including weight of immediate container): Skinned or boned",16041310,"Smoked sardines, in oil, not skinned nor boned, $1/kg or more in tin-plate containers, or $1.10/kg or more in other airtight containers",0.6918916702270508
"Other fruits, fresh, raw, or prepared or preserved: Prepared or preserved",8129010,"Mixtures of two or more fruits, provisionally preserved, but unsuitable in that state for consumption",0.7204011678695679
Nursing nipples and pacifiers of rubber or plastics,40149010,Nursing nipples of vulcanized rubber,0.6455559730529785
"Iron or steel pipes or tubes prepared and coated or lined in any manner suitable for use as conduits for electrical conductors, and iron or steel fittings therefor: Fittings",73071930,"Cast ductile iron or steel, fittings for tubes or pipes",0.7076054811477661
Steel shavings,82129000,Base metal parts of razors and razor blades,0.6051230430603027
"Other precious and semiprecious stones, and articles not specially provided for, of such stones: Of rock crystal",71042900,"Synthetic or reconstructed precious or semiprecious stones other than diamonds, unworked or simply sawn or roughly shaped",0.7347736358642578
Pepper: Capiscum or cayenne or red: Ground,7096040,"Fruits of the genus capsicum (peppers) (ex. chili peppers) or of the genus pimenta (e.g., Allspice), fresh or chilled",0.6224730014801025
Parts of the foregoing firearms (except parts of firearms described in item 730.10): Combinatlon rifle and shotgun parts,93052080,Other parts and accessories of shotguns or rifles of heading 9303,0.7135425806045532
"Gloves and glove linings, of textile materials: Lace or net gloves, whether or not ornamented, and other gloves, ornamented: Of wool: Embroidered",61169264,"Gloves, mittens & mitts, (excl. ski or snowmobile), knitted or crocheted, of cotton, made from a pre-existing machine knit fabric, w/o four.",0.7019661664962769
"Hydrometers and similar floating instruments; thermometers, pyrometers, barometers, hygrometers, and psychrometers, whether or not recording instruments; any combination of the foregoing instruments; and articles in which one or more of such instruments are incorporated as significant integral parts and which are ordinarily used in the home or office where they are usually hung on the wall, or placed on mantles, shelves, or furniture: Thermometers, pyrometers, barometers, hygrometers, and psychrometers, whether or not recording instruments: Non-recording instruments: Pyrometers: Optical pyrometers",90251980,"Thermometers, for direct reading, not combined with other instruments, other than liquid-filled thermometers",0.7257391214370728
"Articles for the blind: Books, music, and pamphlets, in raised print, used exclusively by or for them",98170096,Other articles specially designed or adapted for the use or benefit of the blind or other physically or mentally handicapped persons,0.7159850597381592
"Coal tar, crude (including crude blast-furnace tar, crude oil-gas tar, and crude water-gas tar), and organic chemical products found naturally in coal tar, whether produced or obtained from coal tar or other source: Acridine",38249921,"Mixtures consisting wholly of substances found naturally in coal tar, whether obtained from coal tar or other source",0.6593430042266846
Decalcomanias (except toy decalcomanias): In ceramic colors: Weight not over 100 pounds per 1000 sheets (on the basis of 20 by 30 inches in dimensions),48099040,Simplex decalcomania paper in rolls over 36 cm wide or in rectangular sheets over 36 cm on side(s),0.5400333404541016
"Marble, brecoia, and onyx, and articles of one or more of these substances: Slabs: Rubbed or polished in whole or in part",68022150,"Monumental or building stone & arts. thereof, of marble & alabaster, simply cut/sawn, w/flat or even surface",0.6345516443252563
Marine-animal oils: Fish oils other than liver oils:  Cod,15041040,"Fish-liver oils and their fractions, other than cod-liver oil and its fractions",0.663238525390625
"Ornamented fabrics, in the piece, and ornamented motifs, not specially provided for",58109990,"Embroidery in piece/strips/motifs,of textile material except cotton, man-made fiber, wool or fine animal hair, other than w/o visible ground",0.671866774559021
"Any article, not provided for elsewhere in these schedules: Which is similar in the use to which it may be applied to any article or articles enumerated in any of the foregoing provisions of these schedules as chargeable with duty: Most resembling as to use a particular enumerated article chargeable with duty",98050050,"Personal & household effects (limit on alcohol & tobacco) of person in U.S. service returning at end of assignment to extended duty , etc.",0.4100409746170044
"Articles not specially provided for, of rubber or plastics: Of natural rubber",40081980,"Vulcanized, synthetic cellular rubber, other than hard rubber, other than rods and profile shapes",0.6724096536636353
"Melons, fresh, or prepared or preserved: Fresh: Cantaloupes: If entered at any other time",8071920,"Cantaloupes, fresh, if entered during the periods from January 1 through July 31 or September 16 to December 31, inclusive",0.6375325918197632
"Knives not specifically provided for elsewhere in this subpart, and cleavers, with or without their handles: Knives with their handles: With stainless steel handles: 1/ With handles containing nickel or con- taining over 10 percent by weight of manganese",82055130,"Iron or steel household handtools (o/than carving & butcher steels), and base metal parts thereof",0.5592349767684937
"Work and tool holders and other parts of, and accesso- ries used principally with, machine tools; tool holders for the mechanical hand tools provided for in items 651.27, 674.70, and 683.20: Tool holders",84662080,"Work holders for machine tools other than those used in cutting gears, nesoi",0.754132866859436
"Generators, motors, motor-generators, converters (rotary or static), transformers, rectifiers and rectifying apparatus, and inductors; all the foregoing which are electrical goods, and parts thereof: Motors: Of over 1/10 but under 200 horsepower",85094000,"Electromechanical food grinders, processors, mixers, fruit or vegetable juice extractors, w self-contained electric motor, for domestic uses",0.5955802202224731
"Other underwear, not ornamented: Of silk: Not knit",61082290,"Women's or girls' briefs and panties (other than disposable), of man-made fibers, knitted or crocheted",0.6932735443115234
"Yarns of cotton: In chief value, but not wholly, of cotton: Wholly of cotton: Not bleached, not mercerized, not colored, not combed, and not plied: Of number 30",52084160,"Plain weave fabrics of cotton, 85% or more cotton by weight, weighing not over 100 g/m2, of numbers 43-68, of yarns of different colors",0.7406302690505981
"Vegetables (whether or not reduced in size), etc. (con): Other: Packed in salt, in brine, or pickled,",20049085,"Vegetables and mixtures of vegetables, nesoi, prepared or preserved other than by vinegar or acetic acid, frozen, not preserved by sugar",0.6437473297119141
"Articles chiefly used in the household or elsewhere for preparing, serving, or storing food or beverages, or food or beverage ingredients; smokers' articles, household articles, and art and ornamental articles, all the foregoing not specially provided for: Other glassware: Valued over $1 but not over $3 each",70139950,"Glassware for toilet/office/indoor decor. or similar purposes, nesoi, valued over $0.30 but n/over $3 each",0.7587865591049194
"Headwear, of wool (con.): Felt, not knit or woven: Pulled, stamped, blocked, or trimmed: Valued over $12 per dozen",61103015,"Sweaters, etc., knitted or crocheted, of manmade fibers, containing 23% or more of wool or fine animal hair",0.6682316064834595
Ceramic tiles: Floor and wall tiles: Mosaic tiles,69049000,"Ceramic flooring blocks, support or filler tiles and the like (other than bricks)",0.6599739789962769
"Corset lacings, footwear lacings, or similar lacings, of textile materials: Other: Of man-made fibers",63079050,"Corset lacings, footwear lacings or similar lacings of textile materials",0.8991575837135315
"Floor coverings of pile or tufted construction, of textile materials:In which the pile was inserted or knotted during weaving or knitting: With pile hand-inserted or hand-knotted: Other: Valued not over 66-2/3 cents per square foot",57024210,"Wilton, velvet and like floor coverings of pile construction, woven, not tufted or flocked, made up, of man-made textile materials",0.6873538494110107
"Papers, not impregnated, not coated, not surfacecolored, not embossed, not ruled, not lined, not printed, and not decorated: Printing papers: Standard newsprint paper",48022040,"Uncoated paper and paperboard of a kind used for photo-sensitive/heat-sensitve/eletro-sensitive paper/paperboard, in rolls or sheets nesoi",0.6216436624526978
Vegetable parchment paper,48061000,Vegetable parchment in rolls or sheets,0.7960761785507202
"Nitrogenous compounds (con.): Ethylureas, methylolureas, octamethyIpyrophosphoramide and other acyclic amides",29242947,Other cyclic amides used as pesticides,0.5617977976799011
"Jet; and articles of alabaster, of jet, or of alabaster and jet: Jet, not manufactued",27022000,"Lignite (excluding jet), agglomerated",0.6239822506904602
"Textile fabrics, including laminated fabrics, not specially provided for: Of cotton",59032010,"Textile fabrics of cotton, impregnated, coated, covered or laminated with polyurethane",0.7047008275985718
Aldehydes: Acetaldehyde,29121920,"Odoriferous or flavoring compounds of acyclic aldehydes without other oxygen function, nesoi",0.6278295516967773
"Gall nuts, crude or processed",8029290,"Pine nuts (other than Pignolia), fresh or dried, shelled",0.5792528390884399
"Fatty substances derived from coconut, palm-kernel, or palm oil (provided for in part 8A, schedule 4): Sulfonated or sulfated: Fatty-acid esters, ethers, amides, and
 amines (item 465.55)",38231920,"Industrial monocarboxylic fatty acids or acid oils from refining derived from coconut, palm-kernel, or palm oil",0.7267926335334778
"Artificial respiration, ozone therapy, oxygen therapy, aerosol therapy or similar apparatus; breathing appliances, including gas masks and similar respirators; parts of the foregoing",90192000,"Ozone, oxygen and aerosol therapy, artificial respiration or other therapeutic respiration apparatus, and parts and accessories thereof",0.7677932977676392
"Barbasco or cube root, and derris, tube or tuba root: Crude",84335300,Root or tuber harvesting machines,0.44116437435150146
"Wool: Aleppo, Arabian, Bagdad, Black Spanish, Chinese, Cordova, Cyprus, Donskoi, East Indian, Ecuadorean, Egyptian, Georgian, Haslock, Iceland, Kerry, Manohurian, Mongolian, Oporto, Persian, Pyrenean, Sardinian, Scotch Blackface, Sistan, Smyrna, Sudan, Syrian, Thibetan, Turkestan, Valparaiso, and Welsh Mountain wool; similar wool not improved by the admixture of merino o English blood; and other wool of whatever blood or origin not finer than 40s; all the foregoing: Other wool: Finer than 44s: On the Skin",51012965,"Unimproved wool and other wool, not finer than 46s, not shorn, not carbonized, degreased and further processed, not carded or combed",0.6848002672195435
"Bananas, fresh, or prepared or preserved: Otherwise prepared or preserved",8039000,"Bananas, fresh or dried",0.7407277822494507
Other organic compounds: Other,38256100,Other wastes from the chemical or allied industries mainly containing organic constituents,0.5927276611328125
Bicycles: Having both wheels over 25 inches in diameter: Other: Valued not over $12.50 each,87120015,"Bicycles, not motorized, w/both wheels not over 63.5 cm in diameter",0.7358148694038391
"Birds (dead), fresh, chilled, or frozen, if whole, or if plucked, beheaded, eviscerated, or cut into pieces (including edible offal), but not otherwise prepared or preserved: Birds which have been plucked, beheaded, and eviscerated (including birds with any edible offal retained in or returned to the abdominal cavity), whether or not the feet have been removed, but not cut into pieces: Turkeys: Valued under 40 cents per pound",2072520,"Turkeys, not cut in pieces, valued less than 88 cents/kg, frozen",0.7113432884216309
"Luggage and handbags, whether or not fitted with bottle, dining, drinking, manicure, sewing, traveling, or similar sets; and flat goods: Of textile materials (except yarns, of paper), whether or not ornamented: Wholly or in part of braid",42029239,"Travel, sports and similar bags with outer surface of textile materials other than MMF, paper yarn, silk, cotton",0.7486766576766968
"Time switches with watch or clock movements, etc. (con.): Valued over $10 each",91070080,"Time switches with clock or watch movements or with synchronous motor, valued over $5 each",0.8124819993972778
Sodium compounds: Molybdate,28417050,"Molybdates, other than of ammonium",0.6758934855461121
"Aromatic and odoriferous substances containing over
 10 percent alcohol by weight",33029020,"Mixtures of or with a basis of odoriferous substances, used in other than the food or drink industries, over 10 percent alcohol by weight",0.728729248046875
"Cork, granulated or ground, Weighing not over 6 pounds per cubic foot uncompressed, except regranulated cork",45019040,"Crushed, granulated or ground cork",0.6898597478866577
Precious-metal sweepings andother precious-metal waste and scrap,71129901,"Precious metal (other than of gold or platinum) waste and scrap, incl. metal clad w/ precious metals, nesoi, other than goods of e-waste heading 8549",0.7581238746643066
"Projectors, and combination camera-projectors, with or without sound reproducing, or sound recording and reproducing, systems: Motion-picture projectors: With sound recording and reproducing systems; and those capable of projecting only sound motion pictures",90072060,"Cinematographic projectors for film = or > 16 mm, w/sound recording & reproducing systems & those for projecting only sound motion pictures",0.7832608222961426
"Glass (including blown or drawn glass, but excluding cast or rolled glass and excluding pressed or molded glass) (whether or not containing wire netting), in rectangles, not ground, not polished and not otherwise processed, weighing over 4 oz. per sq. ft., provided for in items 542.11-.98, inclusive, of part 3B of schedule 5: Ordinary glass: Weighing over 16 oz. but not over 28 oz. per sq. ft.: Measuring over 100 united inches (item
 542.37)",70060020,"Drawn or blown glass, not containing wire netting & not surface ground or polished, but bent, edged or otherwise worked but not framed",0.5913788080215454
"Coal tar, crude (including crude blast-furnace tar, crude oil-gas tar, and crude water-gas tar), and organic chemical products found naturally in coal tar, whether produced or obtained from coal tar or other source: Fluoranthrene",38249921,"Mixtures consisting wholly of substances found naturally in coal tar, whether obtained from coal tar or other source",0.6414896249771118
"Other women's, girls', or infants' wearing apparel, not ornamented: Of cotton: Not knit: Dressing gowns, including bathrobes, and beach robes: Valued over $2.50 each",61178030,"Made up clothing accessories(excl shawls, scarves, mufflers, mantillas, veils and the like; ties and cravat), containing >= 70% wt of silk,",0.6966464519500732
"Work and tool holders and other parts of, and accesso- ries used principally with,machine tools; tool holders for the mechanical hand tools provided for in items 651.27, 674.70, and 683.20: Other: Accessories: Other",84662080,"Work holders for machine tools other than those used in cutting gears, nesoi",0.7151773571968079
"Woven fabrics, of man-made fibers: Other: Other",54072000,Woven fabrics obtained from strip or the like of synthetic textile materials,0.7830343842506409
Epoxides and halogenated epoxides: Propylene oxide,29102000,Methyloxirane (Propylene oxide),0.5710645318031311
"Bars, rods, angles, shapes, and sections, all the foregoing which are wrought, of tin",80030000,"Tin, bars, rods, profiles and wire",0.6564258933067322
"Sponges, marine: Grass, velvet, or yellow",5119936,Natural sponges of animal origin,0.651674747467041
Milled grain products: Not Fit for Human Consumption: Wheat: Flour,11029060,"Cereal flours, other than of wheat or meslin, rye, corn, rice or buckwheat",0.6312834024429321
"Apricots, fresh, or prepared or preserved: Dried",8091000,"Apricots, fresh",0.7713221907615662
"Tools, tool bodies, tool handles, including knife, fork, and spoon handles, handles and backs for brooms, mops, and brushes; all the foregoing of wood: Other",44170080,"Wooden tools, tool bodies, tool handles, broom or brush bodies and handles nesoi; wooden boot or shoe lasts and trees",0.7042557597160339
"Sound recordings, and magnetic recordings, not provided for in the foregoing provisions of this subpart: Recorded on magnetic tape or on any medium other than wire",85238020,"Discs, tapes, solid-state non-volatile storage devices, smart cards and other media for the recording of sound or of other phenomena, whet",0.7354323863983154
Dextrose,35051000,Dextrins and other modified starches,0.5468009114265442
"Cotton, not carded, not combed, and not similarlyprocessed: 1/ : Having a staple length 1-1/8 or more but under 1-11/16 inches",52010022,"Cotton, not carded or combed, staple length of 28.575 mm or more but under 34.925 mm, described in gen. note 15",0.7157534956932068
"Melons, fresh, or prepared or preserved: Fresh: Other melons:If entered at any other time",8119055,"Melons, frozen, in water or containing added sweetening",0.6531572341918945
"Scissors and shears (except machines and except shears provided for in any of the foregoing provisions), and blades therefor: Valued over 50 cents but not over $1.75 per dozen",82130030,"Base metal scissors, tailors' shears and similar shears, and blades thereof, valued n/o $1.75 per dozen",0.8464215993881226
"Yarns of cotton (con.): Wholly of cotton (con.): Not bleached, not mercerized, etc. (con.): Of number 55",52051420,"Single cotton yarn, 85% or more cotton by weight, of uncombed fibers, over 52 but n/o 80 nm, bleached or mercerized",0.7578244209289551
"Wool grease: Conforming to the specifications for wool fat (including hydrous wool fat) appearing on the U.S. Pharmacopoeia, 15th revision",15050090,Fatty substances derived from wool grease (including lanolin),0.7571343183517456
Other inorganic compounds: Chromium carbide,28499020,Chromium carbide,0.7259870767593384
"Articles not specially provided for of a type used for household, table, or kitchen use; toilet and sanitary wares; all the foregoing and parts thereof, of metal: Articles, wares, and parts, of precious metal, including rolled precious metal but not including base-metal articles coated or precious metal: Other",76151091,"Aluminum, table, kitchen or other household articles (o/than cooking or kitchen ware) and parts thereof",0.647388219833374
Hair of animals: Hair of the camel: In the grease or washed: Not sorted,51021920,"Fine hair of the camel, not processed in any manner beyond the degreased or carbonized condition, not carded or combed",0.7650269865989685
Narrow fabrics: Of wool,58063910,"Narrow woven fabrics (not goods of heading 5807), not pile, of wool/fine animal hair, not cont by wt 5% or more elastomeric yarn or rubber",0.6676285266876221
"Solid glass globules and balls, spherical or approximately spherical in shape, colored or not colored, for whatever use intended: Over 6 millimeters in diameter",70021020,"Glass in balls (o/than microspheres of heading 7018), unworked, over 6 mm in diameter",0.7057008743286133
Vermoth: In containers each holding over 1 gallon,22059060,"Wine of fresh grapes flavored with plants or aromatic substances, other than vermouth, in containers holding over 2 liters",0.706434965133667
"Fruit juices, including mixed fruit juices, concentrated, not concentrated, whether or not sweetened: Not mixed and not containing over 1.0 percent of ethyl alcohol by volume: Pineapple: Not concentrated, or having a degree of concentration of not more than 3.5 degrees (as determined before correction to the nearest 0.5 degree)",20094140,"Pineapple juice, of a Brix value not exceeding 20, concentrated (in degree of concentration greater than 3.5), unfermented",0.7347439527511597
Toy figures of animate objects (except dolls): Not having a spring mechanism: Stuffed: Valued over 10 cents per inch of height,95030000,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models",0.600156307220459
"Zirconium, wrought and unwrought, zirconium waste and scrap: Wrought",79012000,"Zinc alloy, unwrought",0.6386562585830688
