1963 Item,Higher Confidence Source,Final Confidence Level,Final Predicted HS Code
"Baby carriages, baby strollers, and parts thereof: Of metal",HF,0.8530478477478027,87150000
"Bags, baskets, boxes, and cases, all the foregoing, not specially provided for, of leather",HF,0.8084083199501038,42029190
"Balances of a sensitivity of 5 centigrams or better, with or without their weights, and parts thereof; weights suitable for use with such balances and sets of weights containing any such weights: Jewelers' balances and parts thereof",HF,0.7630722522735596,90160040
"Barbasco or cube root, and derris, tube or tuba root: Crude",HF,0.5168482065200806,6011090
Barium compounds: Nitrate,GPT,0.7137134075164795,28273945
Barium sulfate: Natural (Barytes): Ground,HF,0.972996473312378,25111010
Bars of wrought iron: Alloy wrought iron,GPT,0.6545275449752808,73043130
"Bars, plates, sheets, and strip, all the foregoing which are wrought, of aluminum, whether or not cut, pressed, or stamped to nonrectangular shapes: Not clad",HF,0.7076588869094849,76069130
"Bars, rods, angles, shapes, and sections, all the foregoing which are wrought, of tin",HF,0.694259524345398,80030000
"Base metal, in leaf: Aluminum, in leaf: Powder or flakes, in leaf: Leaves not over 30.25 square inches in area",HF,0.5985647439956665,76032000
Basic slag,GPT,0.6851968765258789,26180000
Basil: Crude or not manufactured,HF,0.5716622471809387,9109920
Bay rum or bay water,GPT,0.5099284052848816,13021921
"Bean cake, bean stick, miso, and similar products",HF,0.7729791402816772,20089991
"Beet pulp, dried",GPT,0.7035627365112305,23032000
"Belting and belts, for machinery: Of vegetable fibers, or of such fibers and rubber in place of rubber or plastics: In part of rubber or plastics",HF,0.9097396731376648,39269056
"Bibles, comprising the books of the Old or New Testament, or both",GPT,0.5171258449554443,98100025
Bicycles: Having both wheels over 19 inches but not over 25 inches in diameter: Valued not over $10 each,GPT,0.7266599535942078,87120035
"Biscuits, cake, cakes, wafers, and similar baked products, and puddings, all the foregoing by whatever name known, and whether or not containing chocolate, fruit, nuts or confectionery",HF,0.8475925922393799,19059010
Blasting caps: Containing over 1 gram of explosive each,HF,0.6261441111564636,36034000
Blue-mold cheeses: In original loaves,HF,0.7619580030441284,4064052
"Book bindings, wholly or in part of leather",HF,0.6491173505783081,42050040
"Bookbinding machinery, including book-sewing machines, and parts thereof",HF,0.9635546803474426,84409000
"Bouquets, boutonnieres, corsages, wreaths, and similar ornamental articles, all the foregoing made of articles described in item 748.30 or item 748.32",GPT,0.5382936596870422,6039000
Built-up mica,HF,0.6238623857498169,25253000
"Bulbs, roots, rootstocks, clumps, corms, tubers, and barbaceous perennials: Hyacinth bulbs",GPT,0.8293815851211548,6012010
"Burrstones In blocks, rough",GPT,0.6783413887023926,68041000
"Buttons: Of acrylic resin, of polyester resin, or of both such resins",HF,0.9292185306549072,96062920
Buttons: Of pearl or shell: If product of the Philippines: If Philippine articles with tariff-rate quota (see headnote 3 of this sub-part),GPT,0.6105454564094543,96062940
Calcium carbonate: Natural: Chalk whiting,HF,0.7554044127464294,28365000
Calcium compounds: Chloride: Crude,HF,0.8422948718070984,28272000
Calcium compounds: Hypochlorite,HF,0.9236633777618408,28281000
"Calcium compounds: Lime, chlorinated, containing not more than 40% of available chlorine (bleaching powder)",HF,0.737913966178894,28281000
Calcium cyanamide or lime nitrogen,HF,0.711843729019165,28342910
"Calendering and similar rolling machines (except metal-working and metal-rolling machines and glass-working machines), parts thereof: Textile calendering and rolling machines, and parts thereof",HF,0.8487854599952698,84201010
"Canoes, racing shells, pneumatic craft, and pleasure boats not specially provided for which are not of a type designed to be chiefly used with motors or sails; and parts of the foregoing: Pneumatic craft",HF,0.687935471534729,39269030
"Carving and butcher steels, with or without their handles: With wood handles",HF,0.8956078290939331,82055115
"Cased pencils, and pencils not specially provided for",HF,0.6686263084411621,96091000
Castor beans.,HF,0.6086093187332153,12073000
Cement of gypsum: Valued over $40 per ton,HF,0.4858341813087463,68101912
Ceramic tiles: Floor and wall tiles: Mosaic tiles,HF,0.7352117300033569,69139020
"Chicory roots (provided for in part 11A, schedule 1): Crude (item 160.30)",HF,0.7482025027275085,12129400
Chlorinated natural rubber,HF,0.9385932087898254,39119070
"Cigarette paper, cut to size or shape, cigarette books, and cigarette bookcovers",HF,0.8274350166320801,48131000
Cinnamon and cinnamon chips: Not ground,HF,0.6792818307876587,9061900
"Citrus fruits, fresh or prepared, etc. (con.): Limes: Fresh or in brine",GPT,0.7506011724472046,8055040
Citrus juices unfit for beverage purposes,HF,0.6986889839172363,8129020
"Cloth, gauze, fabric, screen, etc. (con.): Cut to shape: Of copper",HF,0.6414900422096252,74151000
Cloth-lined or reinforced paper,HF,0.8284595012664795,48070092
Clothespins: Spring type: If products of Cuba,GPT,0.7293447852134705,39269070
Cloves and clove stems: Not ground,HF,0.7716453671455383,9071000
Cobalt compounds: Sulfate,HF,0.8959020376205444,28332910
Cocoa beans,HF,0.7512769103050232,18010000
"Columbium, unwrought and wrought; columbium waste and scrap: Unwrought, alloys",GPT,0.7484076023101807,81129240
"Compound optical microscopes; electron, proton,and similar microscopes and diffraction apparatus; all the foregoing whether ornotprovided with means for photographing or projecting the image; frames and mountings for the foregoing articles, and parts of such frames and mountings: Compound optical microscopes: Not provided with means for photographing or projecting the image: Valued not over $25 each",HF,0.7555972337722778,90118000
"Compound optical microscopes; electron, proton,and similar microscopes and diffraction apparatus; all the foregoing whether ornotprovided with means for photographing or projecting the image; frames and mountings for the foregoing articles, and parts of such frames and mountings: Compound optical microscopes: Not provided with means for photographing or projecting the image: Valued over $25 but not over $50 each",HF,0.7604759931564331,90118000
Copper compounds: Oxide (cupric),HF,0.7321295738220215,28274100
Copper powders and flakes: Flakes,HF,0.8491499423980713,74062000
Copper waste and scrap: Nickel silver,HF,0.8366457223892212,75030000
"Copra (provided for in part 14A, schedule 1): Entered when no special proclamation issued pursuant to headnote 1 of part 14 of schedule 1 is in effect (item 175.10)",GPT,0.6854431629180908,15131100
"Copra:  Entered on or before July 3, 1974, when no such special proclamation is in effect: If produced elsewhere than in the Philippines or the Trust Territory wholly of materials the growth or production thereof",GPT,0.6644359230995178,15131100
Cordage: Of silk,HF,0.6598533987998962,50020000
Cordage: Of vegetable fibers: Of cotton: Not of stranded construction,HF,0.7521343231201172,56090020
Cordage: Of vegetable fibers: Of hard (leaf) fibers: Not of stranded construction: Binder twine and baler twine,HF,0.7397563457489014,56072900
Cordage: Of vegetable fibers: Of hard (leaf) fibers: Of coir:  Of stranded construction,HF,0.7161333560943604,56090020
"Cordial, liqueurs, kirschwasser, and ratafia",HF,0.7197157144546509,22089046
"Cork, granulated or ground, Weighing not over 6 pounds per cubic foot uncompressed, except regranulated cork",HF,0.7260351181030273,45019040
"Corset lacings, footwear lacings, or similar lacings, of textile materials: Braided, with or without cores",HF,0.917141318321228,63079050
"Cotters, cotter pins, and fasteners or holders (except nuts) used with screws, bolts, or studs, all the foregoing of base metal",HF,0.7055083513259888,74152900
"Cotton, not carded, not combed, and not similarlyprocessed: 1/ : Having a staple length 1-1/8 or more but under 1-11/16 inches",HF,0.8962345123291016,52010014
"Croquet equipment, and parts thereof",GPT,0.6748074889183044,95065980
"Crown corks and bottle caps, of base metal",HF,0.8564739227294922,83091000
"Crude petroleum (including reconstituted crude petroleum); topped crude petroleum; crude shale oil; and distillate and residual fuel oils (including blended fuel oils) derived from petroleum, sliale, or both, with or without additives: Testing under 25 degrees A.P.I.",GPT,0.761917233467102,27101911
Cryolite or kryolith,HF,0.720098614692688,25309010
Cummin,HF,0.7026499509811401,29027000
"Curling stones, and parts thereof",HF,0.5472477674484253,71162030
"Cut natural flowers, dried, bleached, colored, or chemically treated",HF,0.8043090105056763,6039000
Cuttlefish bone.............,GPT,0.5887029767036438,16055405
"Cyclic organic chemical products in any physical form having a benzenoid, quinoid, or modified benzenoid structure, not provided for in subpart A or C of this part: All distillates of coal tar, blast-furnace tar, oil-gas tar, and water-gas tar, which on being subjected to distillation yield in the portion distilling below 190°C. a quantity of tar acids equal to or more than 5% by weight of the original distillate or which on being subjected to distillation yield in the portion distilling below 215°C. a quantity of tar acids equal to or more than 75% by weight of the original distillate: Cresylic acid which on being subjected to distillation yields in the portion distilling below 215°C. a quantity of tar acids equal to or more than 75% by weight of the original distillate",GPT,0.6324820518493652,27079990
"Cyclic organic chemical products in any physical form having a benzenoid, quinoid, or modified benzenoid structure, not provided for in subpart A or C of this part: All distillates of coal tar, blast-furnace tar, oil-gas tar, and water-gas tar, which on being subjected to distillation yield in the portion distilling below 190°C. a quantity of tar acids equal to or more than 5% by weight of the original distillate or which on being subjected to distillation yield in the portion distilling below 215°C. a quantity of tar acids equal to or more than 75% by weight of the original distillate: Metacresol, orthocresol, paracresol, and metaparacresol, all the foregoing having a purity of 75% or more by weight",GPT,0.7083712816238403,27079955
"Cylinder wires, suitable for use in paper-making machines (whether or not parts of, or fitted or attached to, such machines), and woven-wire cloth suitable for use in the manufacture of Fourdrinier wires or cylinder wires suitable for use in paper-making machines: Having more than 55 meshes per lineal inch in warp or filling",HF,0.8024600744247437,73141460
Decalcomanias (except toy decalcomanias): In ceramic colors: Weight not over 100 pounds per 1000 sheets (on the basis of 20 by 30 inches in dimensions),HF,0.5435782670974731,48044140
Dextrose,HF,0.5891721248626709,35051000
"Dibasic-acid esters, ethers, amides and amines, all
 the foregoing sulfonated or sulfated",HF,0.6265813112258911,29359032
"Disks, wafers, washers, and stoppers, all the foregoing, of cork: Tapered and of a thickness (or length) greater than the maximum diameter: Not hollow and not perforated:  With maximum diameter over 0.75 inch",HF,0.7636387348175049,45031020
"Drainage tools, scoops, shovels, spades, picks, mattocks, hoes, rakes, and forks; axes, adzes, hatchets, machetes, and similar hewing tools; scythes, sickles, grass hooks, corn knives, hay knives, hedge and grass shears, pruning shears and sheep shears; all the foregoing which are hand tools, and metal parts thereof: Forks, and parts thereof: Agricultural or horticultural forks, and parts thereof (except hay and manure forks)",HF,0.8028547763824463,82019040
"Electric filament lamps and electric discharge lamps, including ultra-violet and infra-red lamps and photo-flash lamps; electric luminescent lamps; and arc lamps: Electric luminescent lamps",GPT,0.6766360998153687,85393990
"Electric filament lamps and electric discharge lamps, including ultra-violet and infra-red lamps and photo-flash lamps; electric luminescent lamps; and arc lamps: Filament lamps: Christmas-tree lamps",GPT,0.6938573122024536,94053100
"Electric filament lamps and electric discharge lamps, including ultra-violet and infra-red lamps and photo-flash lamps; electric luminescent lamps; and arc lamps: Filament lamps: Photo-flash lamps",GPT,0.6489694118499756,85437071
"Electrical articles, and electrical parts of articles, not specially provided for",HF,0.6027253866195679,84879000
"Electrical capacitors, fixed or variable",HF,0.8265628814697266,85329000
"Electro-plating anodes, wrought or cast, of nickel",HF,0.5806753635406494,74020000
Electronic musical instruments,HF,0.7340055108070374,92059014
"Enzymes and ferments: Brewers' yeast, dried, ficin, and papain, all the foregoing, if crude",HF,0.7328653335571289,21022040
Epoxides and halogenated epoxides: Propylene oxide,HF,0.6305763125419617,29109010
Ergot,GPT,0.5808876752853394,29396900
Esters of monohydric alcohols: Amyl acetate,HF,0.7142010927200317,29153947
Ethers of monohydric alcohols: Vinyl,HF,0.7049684524536133,29091918
"Expanded, foamed, or sponge rubber or plastics, and articles not specially provided for wholly or almost wholly of such rubber or plastics: Flexible: Of cellulose",GPT,0.6738578081130981,40081980
Explosive substances not specially provided for,HF,0.7234716415405273,36020000
"Fatty substances derived from coconut, palm-kernel, or palm oil (provided for in part 8A, schedule 4): Not sulfonated or sulfated: Fatty-acid esters, ethers, and ether-esters of polyhydric alcohols (item 465.05)",GPT,0.6861861944198608,38231920
"Fatty substances derived from coconut, palm-kernel, or palm oil (provided for in part 8A, schedule 4): Sulfonated or sulfated: Fatty-acid esters, ethers, amides, and
 amines (item 465.55)",GPT,0.7267926335334778,38231920
"Fatty substances, not sulfonated or sulfated, and not specially provided for: Fatty acids: Of animal (including marine animal) origin: Oleic acid",GPT,0.7045407295227051,28070000
Ferroalloys: Ferrochromium: Not containing over 3 percent by weight of carbon,HF,0.916737139225006,72024950
Ferronickel,HF,1.0,72026000
"Fibers of wool or hair processed in any manner beyond the washed, scoured, or carbonized condition (including tops), but not spun: Tops",GPT,0.7472786903381348,61143010
"Figs, fresh or prepared or preserved: Dried",HF,0.8751709461212158,8042080
"Figs, fresh or prepared or preserved: Fresh or in brine",HF,0.7860736846923828,8042080
"Firewood, hogged-wood fuel and wood waste made into fuel by compression, whether or not containing an added binder: Fuel containing an added binder",HF,0.6221188306808472,44013942
"Fish, prepared or preserved in any manner, in oil, in airtight containers: Bonito and yellowtail",HF,0.8747305870056152,16041932
"Fish, prepared or preserved in any manner, in oil, in airtight containers: Sardines: Valued over 23 but not over 30 cents per pound (including weight of immediate container): Skinned or boned",HF,0.7519651651382446,16041310
"Fish, prepared or preserved in any manner, not in oil, in airtight containers: Anchovies: In containers weighing with their contents not over 15 pounds each",HF,0.8519988059997559,16041640
"Fish, prepared or preserved in any manner, not in oil, in airtight containers: Bonito and yellowtail",HF,0.8800942897796631,16041932
"Fish, prepared or preserved in any manner, not in oil, in airtight containers: Pollock: Product of Cuba (except smoked pollock)",HF,0.7626699209213257,16041932
Fishing reels and parts thereof: Reels: Valued over $8.45 each,HF,0.939181923866272,95073060
"Fishing rods, and parts thereof",HF,0.9550966024398804,95071000
"Floor coverings of pile or tufted construction, of textile materials:In which the pile was inserted or knotted during weaving or knitting: With pile not hand-inserted and not handknotted: Of coir",HF,0.7668695449829102,57023920
"Footwear, of leather (except footwear with uppers of fibers): Turn or turned footwear",HF,0.7939618825912476,64035915
"Footwear, of leather (except footwear with uppers of fibers): Welt footwear: Valued over $2 but not over $6.80 per pair",HF,0.7837064266204834,64039990
Forged steel grinding balls,HF,0.8429892063140869,73261100
"Forks and spoons, of wood: Of mahogony ( Swietenia app. or Khaya app.)",GPT,0.6896911859512329,44192090
"Forks, spoons, and ladles, all the foregoing which are kitchen or table ware, with or without their handles: Forks: With their handles: With silver handles",HF,0.6969329118728638,71141145
"Forks, spoons, and ladles, all the foregoing which are kitchen or table ware, with or without their handles: Spoons and ladles: With stainless steel handles 1/",HF,0.7122125029563904,82159940
"Forks, spoons, and ladles, all the foregoing which are kitchen or table ware, with or without their handles: Spoons and ladles: With sterling silver handles",HF,0.821984589099884,71141130
"Fourdrinier wires, seamed or not seamed, suitable for use in paper-making machines (whether or not parts of, or fitted or attached to, such machines)",GPT,0.759087860584259,73141260
"Fruit juices, including mixed fruit juices, concentrated, not concentrated, whether or not sweetened: Mixed or not mixed, containing over 1.0 percent of ethyl alcohol by volume",HF,0.7155735492706299,20099040
"Fruit juices, including mixed fruit juices, concentrated, not concentrated, whether or not sweetened: Not mixed and not containing over 1.0 percent of ethyl alcohol by volume: Pineapple: Not concentrated, or having a degree of concentration of not more than 3.5 degrees (as determined before correction to the nearest 0.5 degree)",GPT,0.7347439527511597,20094140
"Fruit pastes and fruit pulps: Cashew apple, mamey colorado ,papaya, sapodilla, soursop and sweetsop",HF,0.7462020516395569,20089923
"Fruit pastes and fruit pulps: Cashew apple, mamey colorado ,papaya, sapodilla, soursop and sweetsop: If product of Cuba",HF,0.6759653091430664,20089923
Fruit pastes and fruit pulps: Fig,GPT,0.7814949154853821,8042080
Fruit pastes and fruit pulps: Guava: If product of Cuba,GPT,0.7185394763946533,20079950
Fruit pastes and fruit pulps: Guavas,HF,0.8006736636161804,20079950
"Gall nuts, crude or processed",HF,0.6467103362083435,8029290
Garden and field seeds: Clover: Crimson,HF,0.6810799837112427,12092220
Garden and field seeds: Clover: Red,GPT,0.7246275544166565,12092240
Garden and field seeds: Fescue: Creeping Red,GPT,0.7653765678405762,12092300
Garden and field seeds: Kohlrabi,GPT,0.5956588983535767,12093000
Garden and field seeds: Timothy,HF,0.6764729619026184,10031000
Garden and field seeds: Turnip and rutabags,GPT,0.5872774124145508,7133110
"Garters, garter belts, and suspenders, of textile materials, or of such materials and rubber or plastics: Of vegetable fibers or of such fibers and rubber or plastics",GPT,0.6533944606781006,61046920
"Generators, motors, motor-generators, converters (rotary or static), transformers, rectifiers and rectifying apparatus, and inductors; all the foregoing which are electrical goods, and parts thereof: Motors: Of over 1/10 but under 200 horsepower",HF,0.6266143918037415,85094000
"Generators, motors, motor-generators, converters (rotary or static), transformers, rectifiers and rectifying apparatus, and inductors; all the foregoing which are electrical goods, and parts thereof: Parts of motors of under 1/40 horsepower",GPT,0.653895378112793,84689050
"Glass (including blown or drawn glass, etc.) (con.): Ordinary glass (con.): Weighing over 28 oz. per sq. ft.: Not over 2-2/3 sq. ft. in area (item 542.42)",HF,0.5838454365730286,70052914
Glass electric insulators with or without fittings: Without metal fittings,GPT,0.810335636138916,85461000
"Glass, in the mass; glass, crushed, powdered, or flaked (frostings); and waste or scrap glass; all the foregoing except glass provided for in item 540.21 and 540.27: Waste or scrap glass",GPT,0.6589306592941284,70010051
"Gloves and glove linings, etc. (con.): Gloves not of lace or net, etc. (con.): Of silk: Not knit",HF,0.7583707571029663,61169288
"Gloves and glove linings, etc. (con.): Gloves not of lace or net, etc. (con.): Of wool: Gloves: Valued not over $1.75 per dozen pairs: Not knit",GPT,0.7123488187789917,61169208
"Gloves and glove linings, etc. (con.): Gloves not of lace or net, etc. (con.): Of wool: Gloves: Valued over $4 per dozen pairs",GPT,0.6720360517501831,61169208
"Gloves and glove linings, of textile materials: Gloves not of lace or net and not ornamented, and glove linings: Of vegetable fibers: Made from a pre-existing machine-knit or -woven fabric, or any combination of such fabrics: Not woven",HF,0.7571182250976562,61169288
Gloves of horsehide or cowhide (except calfskin) leather,HF,0.8794984817504883,42032908
"Gloves of leather except gloves in item 705.35: Seamed: Men's, lined: Not seamed wholly or in part by hand: Valued not over $26 per dozen pairs",GPT,0.718722939491272,42032930
"Gloves of leather except gloves in item 705.35: Seamed: Women's or children's, not lined: Seamed wholly or in part by hand: Valued over $20 per dozen pairs: Over 12 inches in length",GPT,0.6581552624702454,42032930
"Gloves of rubber or plastics: With textile fabric fourchettes or sidewalls; or with the outer surface thereof (except as to applied cuffs, if any) wholly of plastics, and the seams of which are heat sealed and not sewn or stitched",HF,0.8138262629508972,39262010
"Glue, glue size, and inedible gelatin: Glue size: Valued under 40 cents per pound",HF,0.8940562009811401,35030020
"Glue, glue size, and inedible gelatin: Vegetable glue: Valued under 40 cents per pound",HF,0.8901736736297607,35030020
Goya and Sbrinz cheeses,HF,0.6197909116744995,4069036
"Grains Buckwheat, hulled or not hulled",GPT,0.6776398420333862,11029020
Grains Grain sorghum,HF,0.9070439338684082,10071000
"Grains Oats, hulled or not hulled",HF,0.7784079909324646,11042200
"Grapes, fresh, or prepared or preserved:  Dried: Raisins: Made from seedless grapes: Currants",HF,0.8636188507080078,8062010
"Gums, gum resins, and resins, all the foregoing which are natural, whether crude or subjected to refining processes: Amber and Amberfold",HF,0.664417028427124,13019091
"Hair felts, and articles thereof, not specially provided for",GPT,0.7350388765335083,56022100
Hair of animals: Hair of the camel: In the grease or washed: Not sorted,GPT,0.7650269865989685,51021920
Hair of animals: Hair of the camel: In the grease or washed: Sorted,GPT,0.7232561707496643,51021920
"Hair, curled, whether or not coated with rubber or plastic, suitable for use in mattresses and paddings",HF,0.644730269908905,96151960
Halohydrins: Propylene chlorohydrin,HF,0.5850604772567749,29049100
"Hand-directed or -controlled tools with self-contained electric motor, and parts thereof",GPT,0.8060101270675659,84672900
"Handmade paper: Not impregnated, not coated, not surface-colored, not embossed, not ruled, not lined, not printed, and not decorated",HF,0.7202890515327454,48021000
"Headwear, of leather",HF,0.6898989081382751,64034030
"Headwear, of vegetable fibers, of unspun fibrous vegetable materials, of real horsehair, of paper yarn, or of any combination thereof: Of cotton, flax, or both: Knit",HF,0.700840950012207,65050020
"Headwear, of wool (con.): Felt, not knit or woven: Pulled, stamped, blocked, or trimmed: Valued over $12 per dozen",HF,0.7183432579040527,51011160
Hempseed oil,HF,0.5528877377510071,53021000
Hempseed.,GPT,0.6208280324935913,12079903
"Hoofs and horns, crude.............",GPT,0.5844206809997559,96019060
Hormones: Synthetic,HF,0.6707050800323486,29379090
